replicate generation off.nbr off.nbfem off.nbmal off.density off.dvar off.sexratio adlt.nbr adlt.nbfem adlt.nbmal adlt.density adlt.dvar adlt.sexratio extrate off.disp off.fdisp off.mdisp adlt.disp adlt.fdisp adlt.mdisp off.allnbp off.allnb off.fixlocp off.fixloc off.ho off.hsnei off.htnei off.fis off.fst off.fit adlt.allnbp adlt.allnb adlt.fixlocp adlt.fixloc adlt.ho adlt.hsnei adlt.htnei adlt.fis adlt.fst adlt.fit
1 1 6999 3457 3542 3.499 0 0.976 2000 1000 1000 1 0 1 0 0.6356 0.6005 0.6698 0.5031 0.4985 0.5077 12 12 0 0 0.917 0.8125 0.8125 -0.1285 0 -0.1285 12 12 0 0 0.9182 0.9167 0.9167 -0.001654 -2.22e-16 -0.001654
1 5 6998 3478 3520 3.499 0 0.9881 2000 1000 1000 1 0 1 0 0.6395 0.7216 0.5584 0.6611 0.7034 0.6188 12 12 0 0 0.6277 0.565 0.565 -0.1109 0 -0.1109 12 12 0 0 0.638 0.5814 0.5814 -0.09718 0 -0.09718
1 10 6999 3497 3502 3.499 0 0.9986 2000 1000 1000 1 0 1 0 0.7003 0.7425 0.6583 0.6834 0.7416 0.6252 6.05 6.05 0 0 0.3005 0.2644 0.2644 -0.1365 0 -0.1365 6.5 6.5 0 0 0.3809 0.3321 0.3321 -0.147 -2.22e-16 -0.147
1 15 6997 3508 3489 3.498 0 1.005 2000 1000 1000 1 0 1 0 0.7116 0.7434 0.6796 0.7111 0.7434 0.6788 3.4 3.4 0 0 0.1536 0.1261 0.1261 -0.2182 0 -0.2182 3.35 3.35 0 0 0.1312 0.1231 0.1231 -0.06548 0 -0.06548
1 20 7000 3570 3430 3.5 0 1.041 2000 1000 1000 1 0 1 0 0.7126 0.7434 0.6805 0.7119 0.7434 0.6805 2.7 2.7 2 2 0.06569 0.05373 0.05373 -0.2226 0 -0.2226 2.25 2.25 6 6 0.09922 0.08424 0.08424 -0.1779 0 -0.1779
1 25 6997 3516 3481 3.498 0 1.01 2000 1000 1000 1 0 1 0 0.7123 0.7434 0.6808 0.7121 0.7434 0.6808 2.3 2.3 3 3 0.05967 0.05556 0.05556 -0.07391 0 -0.07391 1.7 1.7 12 12 0.05758 0.05207 0.05207 -0.1058 -2.22e-16 -0.1058
1 30 6998 3537 3461 3.499 0 1.022 2000 1000 1000 1 0 1 0 0.7124 0.7434 0.6806 0.7121 0.7435 0.6807 2.15 2.15 5 5 0.003551 0.003511 0.003511 -0.01141 0 -0.01141 1.85 1.85 7 7 0.006625 0.006466 0.006466 -0.02464 0 -0.02464
1 35 6997 3545 3452 3.498 0 1.027 2000 1000 1000 1 0 1 0 0.7124 0.7434 0.6806 0.7119 0.7432 0.6806 2.4 2.4 2 2 0.0007503 0.0007499 0.0007499 -0.0005762 1.11e-16 -0.0005762 1.55 1.55 11 11 0.0006 0.0005996 0.0005996 -0.0006988 -2.22e-16 -0.0006988
1 40 6999 3465 3534 3.499 0 0.9805 2000 1000 1000 1 0 1 0 0.7117 0.7432 0.6809 0.7119 0.7429 0.6808 1.9 1.9 5 5 0.0004072 0.0004071 0.0004071 -0.0003335 -2.22e-16 -0.0003335 1.7 1.7 8 8 0.0005 0.0004999 0.0004999 -0.0002127 0 -0.0002127
1 45 6999 3497 3502 3.499 0 0.9986 2000 1000 1000 1 0 1 0 0.712 0.7432 0.6807 0.7121 0.7433 0.681 2 2 4 4 0.0002929 0.0002929 0.0002929 -0.0001534 0 -0.0001534 1.55 1.55 10 10 0.000375 0.0003749 0.0003749 -0.0001501 -2.22e-16 -0.0001501
1 50 7000 3482 3518 3.5 0 0.9898 2000 1000 1000 1 0 1 0 0.7119 0.7435 0.6807 0.7119 0.7433 0.6805 2.15 2.15 6 6 0.0004 0.0003999 0.0003999 -0.0002858 0 -0.0002858 1.65 1.65 9 9 0.000425 0.0004249 0.0004249 -0.0001913 -2.22e-16 -0.0001913
1 55 6998 3499 3499 3.499 0 1 2000 1000 1000 1 0 1 0 0.712 0.7434 0.6807 0.712 0.7434 0.6807 2.2 2.2 5 5 0.0004787 0.0004786 0.0004786 -0.0003137 0 -0.0003137 1.5 1.5 10 10 0.00055 0.0005498 0.0005498 -0.0004095 0 -0.0004095
1 60 6999 3480 3519 3.499 0 0.9889 2000 1000 1000 1 0 1 0 0.7118 0.7434 0.6805 0.712 0.7433 0.6807 2.2 2.2 6 6 0.0004286 0.0004285 0.0004285 -0.000268 -2.22e-16 -0.000268 1.65 1.65 7 7 0.00055 0.0005498 0.0005498 -0.0002957 0 -0.0002957
1 65 6999 3516 3483 3.499 0 1.009 2000 1000 1000 1 0 1 0 0.7122 0.7434 0.6807 0.712 0.7434 0.6807 1.9 1.9 6 6 0.0002072 0.0002072 0.0002072 -8.131e-05 0 -8.131e-05 1.3 1.3 14 14 0.000275 0.0002749 0.0002749 -0.0003184 -2.22e-16 -0.0003184
1 70 7000 3555 3445 3.5 0 1.032 2000 1000 1000 1 0 1 0 0.7126 0.7435 0.6807 0.7118 0.7436 0.68 1.8 1.8 6 6 0.02482 0.01878 0.01878 -0.3218 0 -0.3218 1.35 1.35 13 13 0.00035 0.0003498 0.0003498 -0.0005005 0 -0.0005005
1 75 6999 3468 3531 3.499 0 0.9822 2000 1000 1000 1 0 1 0 0.7116 0.7434 0.6803 0.712 0.7434 0.6807 2.2 2.2 3 3 0.02531 0.02352 0.02352 -0.07624 -2.22e-16 -0.07624 1.85 1.85 5 5 0.02397 0.01849 0.01849 -0.2966 0 -0.2966
1 80 6999 3474 3525 3.499 0 0.9855 2000 1000 1000 1 0 1 0 0.7117 0.7433 0.6805 0.712 0.7434 0.6806 2.1 2.1 1 1 0.02573 0.02293 0.02293 -0.122 0 -0.122 1.65 1.65 9 9 0.01752 0.0146 0.0146 -0.2007 -2.22e-16 -0.2007
1 85 7000 3504 3496 3.5 0 1.002 2000 1000 1000 1 0 1 0 0.7119 0.7433 0.6804 0.7118 0.7432 0.6805 2.1 2.1 5 5 0.02581 0.0198 0.0198 -0.3033 0 -0.3033 1.6 1.6 9 9 0.0028 0.002741 0.002741 -0.02171 -2.22e-16 -0.02171
1 90 6999 3452 3547 3.499 0 0.9732 2000 1000 1000 1 0 1 0 0.7115 0.7432 0.6807 0.7119 0.7435 0.6802 2.05 2.05 6 6 0.007987 0.00743 0.00743 -0.07499 0 -0.07499 1.6 1.6 9 9 0.0141 0.01224 0.01224 -0.152 -2.22e-16 -0.152
1 95 6998 3504 3494 3.499 0 1.003 2000 1000 1000 1 0 1 0 0.7122 0.7434 0.6808 0.712 0.7434 0.6806 2.05 2.05 4 4 0.0007574 0.0007552 0.0007552 -0.002856 0 -0.002856 1.85 1.85 8 8 0.0012 0.001194 0.001194 -0.005222 -2.22e-16 -0.005222
1 100 6998 3529 3469 3.499 0 1.017 2000 1000 1000 1 0 1 0 0.7122 0.7434 0.6805 0.7122 0.7432 0.6811 1.95 1.95 5 5 0.0002715 0.0002715 0.0002715 -0.0001881 0 -0.0001881 1.35 1.35 15 15 0.000225 0.000225 0.000225 -0.0001668 -2.22e-16 -0.0001668
1 105 6996 3520 3476 3.498 0 1.013 2000 1000 1000 1 0 1 0 0.7121 0.7432 0.6806 0.7119 0.7429 0.6809 2.3 2.3 2 2 0.0005074 0.0005073 0.0005073 -0.0002961 0 -0.0002961 1.65 1.65 8 8 0.00045 0.0004499 0.0004499 -0.0001807 -2.22e-16 -0.0001807
1 110 6999 3497 3502 3.499 0 0.9986 2000 1000 1000 1 0 1 0 0.7119 0.7431 0.6808 0.712 0.7433 0.6807 2.5 2.5 2 2 0.0005644 0.0005642 0.0005642 -0.0003311 0 -0.0003311 1.7 1.7 9 9 0.00055 0.0005498 0.0005498 -0.0003867 -2.22e-16 -0.0003867
1 115 6998 3500 3498 3.499 0 1.001 2000 1000 1000 1 0 1 0 0.7123 0.7435 0.6811 0.7122 0.7435 0.6808 2.15 2.15 3 3 0.000493 0.0004928 0.0004928 -0.0003149 0 -0.0003149 1.55 1.55 11 11 0.0004 0.0003999 0.0003999 -0.0002971 0 -0.0002971
1 120 7000 3592 3408 3.5 0 1.054 2000 1000 1000 1 0 1 0 0.713 0.7436 0.6808 0.7124 0.744 0.6807 2 2 5 5 0.0003429 0.0003428 0.0003428 -0.0002218 0 -0.0002218 1.4 1.4 13 13 0.00025 0.00025 0.00025 -0.0001501 0 -0.0001501
1 125 6999 3533 3466 3.499 0 1.019 2000 1000 1000 1 0 1 0 0.7121 0.7432 0.6803 0.7119 0.7431 0.6806 2.7 2.7 0 0 0.0008501 0.0008498 0.0008498 -0.0003988 0 -0.0003988 2 2 4 4 0.0008 0.0007997 0.0007997 -0.0003753 -2.22e-16 -0.0003753
1 130 6997 3532 3465 3.498 0 1.019 2000 1000 1000 1 0 1 0 0.7124 0.7435 0.6808 0.7121 0.7433 0.6808 2.05 2.05 3 3 0.0003787 0.0003786 0.0003786 -0.0004479 0 -0.0004479 1.3 1.3 14 14 0.0003 0.0002998 0.0002998 -0.0006674 -2.22e-16 -0.0006674
1 135 6994 3507 3487 3.497 0 1.006 2000 1000 1000 1 0 1 0 0.712 0.743 0.6809 0.7118 0.743 0.6806 2.05 2.05 4 4 0.0003646 0.0003645 0.0003645 -0.0001977 0 -0.0001977 1.35 1.35 13 13 0.000325 0.0003248 0.0003248 -0.0006161 0 -0.0006161
1 140 6695 3359 3336 3.348 0 1.007 2000 1000 1000 1 0 1 0 0.7122 0.7433 0.6808 0.7122 0.7434 0.681 2.2 2.2 2 2 0.0005153 0.0005152 0.0005152 -0.0002978 0 -0.0002978 1.95 1.95 5 5 0.00055 0.0005499 0.0005499 -0.0001137 -2.22e-16 -0.0001137
1 145 6550 3273 3277 3.275 0 0.9988 2000 1000 1000 1 0 1 0 0.712 0.7435 0.6806 0.7121 0.7435 0.6807 2.1 2.1 5 5 0.0003206 0.0003206 0.0003206 -0.0001582 0 -0.0001582 1.65 1.65 9 9 0.00045 0.0004499 0.0004499 -0.0002224 -2.22e-16 -0.0002224
1 150 6571 3314 3257 3.285 0 1.018 2000 1000 1000 1 0 1 0 0.7122 0.7431 0.6808 0.7119 0.7432 0.6807 1.95 1.95 4 4 0.0003957 0.0003955 0.0003955 -0.000344 0 -0.000344 1.55 1.55 9 9 0.00035 0.0003499 0.0003499 -0.0001429 0 -0.0001429
1 155 4833 2422 2411 2.417 0 1.005 1490 738 752 0.745 0 0.9814 0 0.7276 0.7746 0.6804 0.742 0.8046 0.6805 1.9 1.9 6 6 0.0003207 0.0003206 0.0003206 -0.0002571 0 -0.0002571 1.3 1.3 14 14 0.0002349 0.0002349 0.0002349 -9.595e-05 0 -9.595e-05
1 160 3733 1889 1844 1.867 0 1.024 1102 566 536 0.551 0 1.056 0 0.7642 0.8455 0.6809 0.7481 0.8119 0.6807 1.75 1.75 7 7 0.0005224 0.000522 0.000522 -0.0006153 0 -0.0006153 1.2 1.2 16 16 0.0003176 0.0003175 0.0003175 -0.0003894 0 -0.0003894
1 165 2766 1373 1393 1.383 0 0.9856 876 421 455 0.438 0 0.9253 0 0.8061 0.933 0.6809 0.7718 0.8705 0.6805 1.5 1.5 11 11 0.0005604 0.0005597 0.0005597 -0.001121 -2.22e-16 -0.001121 1.25 1.25 15 15 0.0004566 0.0004564 0.0004564 -0.0005718 0 -0.0005718
1 170 1898 944 954 0.949 0 0.9895 558 290 268 0.279 0 1.082 0 0.7284 0.7767 0.6805 0.746 0.8058 0.6814 1.35 1.35 13 13 0.0002371 0.0002371 0.0002371 -0.0001172 -2.22e-16 -0.0001172 1.05 1.05 19 19 8.961e-05 8.961e-05 8.961e-05 1.499e-14 0 1.499e-14
1 175 1455 737 718 0.7275 0 1.026 417 223 194 0.2085 0 1.149 0 0.7131 0.7447 0.6806 0.7151 0.745 0.6807 1.4 1.4 13 13 0.0004124 0.0004122 0.0004122 -0.00043 0 -0.00043 1.1 1.1 18 18 0.0002398 0.0002398 0.0002398 1.554e-14 -2.22e-16 1.543e-14
1 180 1336 679 657 0.668 0 1.033 407 204 203 0.2035 0 1.005 0 0.7126 0.7435 0.6806 0.7124 0.7437 0.6811 1.3 1.3 14 14 0.0004865 0.000486 0.000486 -0.001038 1.11e-16 -0.001038 1.1 1.1 18 18 0.0002457 0.0002457 0.0002457 3.264e-14 -2.22e-16 3.242e-14
1 185 1093 547 546 0.5465 0 1.002 342 169 173 0.171 0 0.9769 0 0.7121 0.7435 0.6807 0.7117 0.7434 0.6807 1.05 1.05 19 19 4.575e-05 4.575e-05 4.575e-05 8.549e-15 0 8.549e-15 1.15 1.15 17 17 0.0004386 0.0004386 0.0004386 4.885e-14 1.11e-16 4.896e-14
1 190 822 431 391 0.411 0 1.102 275 127 148 0.1375 0 0.8581 0 0.7135 0.7434 0.6805 0.7097 0.7434 0.6807 1.05 1.05 19 19 0.0001217 0.0001216 0.0001216 -0.0006094 0 -0.0006094 1.2 1.2 16 16 0.0007273 0.0007273 0.0007273 2.998e-15 1.11e-16 3.109e-15
1 195 673 329 344 0.3365 0 0.9564 196 103 93 0.098 0 1.108 0 0.7116 0.7439 0.6807 0.7132 0.7434 0.6798 1.3 1.3 14 14 0.0008172 0.0008162 0.0008162 -0.001219 0 -0.001219 1.15 1.15 17 17 0.0007653 0.0007653 0.0007653 -1.532e-14 0 -1.532e-14
1 200 237 131 106 0.1185 0 1.236 130 64 66 0.065 0 0.9697 0 0.7154 0.7434 0.6807 0.7116 0.7434 0.6807 1.1 1.1 18 18 0.0004219 0.0004219 0.0004219 -1.177e-14 0 -1.177e-14 1 1 20 20 0 0 0 nan nan nan
1 205 3739 1869 1870 1.869 0 0.9995 2000 1000 1000 1 0 1 0 0.712 0.7434 0.6807 0.7121 0.7435 0.6807 1.65 1.65 8 8 0.0003076 0.0003075 0.0003075 -0.0003083 0 -0.0003083 1.15 1.15 17 17 0.000125 0.000125 0.000125 -0.0003002 -2.22e-16 -0.0003002
1 210 3723 1864 1859 1.861 0 1.003 2000 1000 1000 1 0 1 0 0.7121 0.7433 0.6809 0.7118 0.7432 0.6805 1.7 1.7 9 9 0.0002686 0.0002686 0.0002686 -0.0001679 2.22e-16 -0.0001679 1.45 1.45 11 11 0.00025 0.00025 0.00025 -5.003e-05 -2.22e-16 -5.003e-05
1 215 3733 1858 1875 1.867 0 0.9909 2000 1000 1000 1 0 1 0 0.7118 0.743 0.6809 0.7115 0.7424 0.6807 1.9 1.9 6 6 0.02347 0.01817 0.01817 -0.2913 2.22e-16 -0.2913 1.55 1.55 10 10 0.02488 0.02513 0.02513 0.009995 -2.22e-16 0.009995
1 220 3726 1857 1869 1.863 0 0.9936 2000 1000 1000 1 0 1 0 0.712 0.7434 0.6808 0.7121 0.7435 0.6808 1.8 1.8 6 6 0.002711 0.002655 0.002655 -0.02092 1.11e-16 -0.02092 1.6 1.6 8 8 0.0048 0.004601 0.004601 -0.04331 0 -0.04331
1 225 3727 1906 1821 1.863 0 1.047 2000 1000 1000 1 0 1 0 0.7128 0.7433 0.681 0.7118 0.7432 0.6804 2 2 5 5 0.0005232 0.0005231 0.0005231 -0.0002581 0 -0.0002581 1.65 1.65 9 9 0.00045 0.0004499 0.0004499 -0.0002502 -2.22e-16 -0.0002502
1 230 3723 1857 1866 1.861 0 0.9952 2000 1000 1000 1 0 1 0 0.712 0.7434 0.6807 0.7121 0.7432 0.6809 1.85 1.85 6 6 0.0004298 0.0004296 0.0004296 -0.0003696 1.11e-16 -0.0003696 1.45 1.45 11 11 0.000375 0.0003749 0.0003749 -0.0002669 -2.22e-16 -0.0002669
1 235 3739 1901 1838 1.869 0 1.034 2000 1000 1000 1 0 1 0 0.7125 0.7432 0.6807 0.7119 0.7433 0.6805 1.65 1.65 9 9 0.0003477 0.0003476 0.0003476 -0.0002779 0 -0.0002779 1.35 1.35 13 13 0.000275 0.0002749 0.0002749 -0.0002729 0 -0.0002729
1 240 3730 1861 1869 1.865 0 0.9957 2000 1000 1000 1 0 1 0 0.7118 0.743 0.6806 0.7119 0.7432 0.6807 1.9 1.9 4 4 0.0003619 0.0003619 0.0003619 -0.0001639 0 -0.0001639 1.3 1.3 15 15 0.00025 0.0002499 0.0002499 -0.0003753 -2.22e-16 -0.0003753
1 245 3726 1831 1895 1.863 0 0.9662 2000 1000 1000 1 0 1 0 0.7116 0.7434 0.6808 0.7121 0.7433 0.6809 1.75 1.75 8 8 0.0003086 0.0003086 0.0003086 -0.0001693 2.22e-16 -0.0001693 1.35 1.35 13 13 0.0003 0.0002999 0.0002999 -0.0003753 -2.22e-16 -0.0003753
1 250 3789 1867 1922 1.895 0 0.9714 2000 1000 1000 1 0 1 0 0.7115 0.7434 0.6805 0.7121 0.7433 0.6808 1.95 1.95 2 2 0.0005146 0.0005145 0.0005145 -0.0002979 -2.22e-16 -0.0002979 1.65 1.65 7 7 0.000575 0.0005748 0.0005748 -0.0002828 0 -0.0002828
1 255 3761 1842 1919 1.881 0 0.9599 2000 1000 1000 1 0 1 0 0.7113 0.7433 0.6805 0.712 0.7433 0.6808 1.95 1.95 5 5 0.0003855 0.0003855 0.0003855 -0.0002064 0 -0.0002064 1.6 1.6 9 9 0.00045 0.0004498 0.0004498 -0.0003336 -2.22e-16 -0.0003336
1 260 3749 1877 1872 1.875 0 1.003 2000 1000 1000 1 0 1 0 0.712 0.7435 0.6804 0.7122 0.7437 0.6808 1.85 1.85 5 5 0.0005201 0.00052 0.00052 -0.0003251 0 -0.0003251 1.6 1.6 8 8 0.00065 0.0006497 0.0006497 -0.0004235 0 -0.0004235
1 265 3745 1854 1891 1.873 0 0.9804 2000 1000 1000 1 0 1 0 0.7115 0.743 0.6807 0.7116 0.7431 0.6802 1.85 1.85 8 8 0.0003738 0.0003737 0.0003737 -0.0002242 -2.22e-16 -0.0002242 1.55 1.55 11 11 0.0004 0.0003999 0.0003999 -0.0002971 0 -0.0002971
1 270 3736 1892 1844 1.868 0 1.026 2000 1000 1000 1 0 1 0 0.7126 0.7435 0.6808 0.7123 0.7438 0.6807 1.6 1.6 9 9 0.0002409 0.0002409 0.0002409 -0.0001488 0 -0.0001488 1.55 1.55 11 11 0.00045 0.0004498 0.0004498 -0.0003475 -2.22e-16 -0.0003475
1 275 3741 1845 1896 1.871 0 0.9731 2000 1000 1000 1 0 1 0 0.7139 0.7435 0.6852 0.7171 0.7433 0.6909 1.6 1.6 10 10 0.0002406 0.0002405 0.0002405 -0.0001857 0 -0.0001857 1.3 1.3 14 14 0.0004 0.0003998 0.0003998 -0.0005631 -2.22e-16 -0.0005631
1 280 3719 1873 1846 1.859 0 1.015 2000 1000 1000 1 0 1 0 0.7122 0.7433 0.6807 0.7121 0.7434 0.6809 1.8 1.8 6 6 0.0003899 0.0003898 0.0003898 -0.0002087 0 -0.0002087 1.35 1.35 13 13 0.000175 0.000175 0.000175 2.354e-14 -2.22e-16 2.343e-14
1 285 3738 1880 1858 1.869 0 1.012 2000 1000 1000 1 0 1 0 0.7123 0.7434 0.6809 0.7121 0.7434 0.6807 1.85 1.85 8 8 0.0005217 0.0005214 0.0005214 -0.0004325 -2.22e-16 -0.0004325 1.7 1.7 8 8 0.0005 0.0004998 0.0004998 -0.0004254 0 -0.0004254
1 290 3757 1888 1869 1.879 0 1.01 2000 1000 1000 1 0 1 0 0.7121 0.7433 0.6806 0.7121 0.7433 0.6809 1.9 1.9 5 5 0.0004126 0.0004125 0.0004125 -0.0002062 1.11e-16 -0.0002062 1.5 1.5 12 12 0.000325 0.0003249 0.0003249 -0.0002117 -2.22e-16 -0.0002117
1 295 3751 1878 1873 1.875 0 1.003 2000 1000 1000 1 0 1 0 0.712 0.7434 0.6805 0.7119 0.7434 0.6805 1.55 1.55 10 10 0.0002533 0.0002532 0.0002532 -0.0002246 2.22e-16 -0.0002246 1.3 1.3 14 14 0.00025 0.0002499 0.0002499 -0.0003002 0 -0.0003002
1 300 3777 1878 1899 1.889 0 0.9889 2000 1000 1000 1 0 1 0 0.7119 0.7434 0.6808 0.7121 0.7433 0.6809 1.7 1.7 7 7 0.000278 0.000278 0.000278 -0.0001324 0 -0.0001324 1.55 1.55 10 10 0.000275 0.000275 0.000275 -2.274e-05 -2.22e-16 -2.274e-05
1 305 2031 1033 998 1.016 0 1.035 1082 546 536 0.541 0 1.019 0 0.713 0.7439 0.6811 0.7123 0.7437 0.6803 1.5 1.5 12 12 0.0004185 0.0004184 0.0004184 -0.0003478 0 -0.0003478 1.3 1.3 15 15 0.0002773 0.0002772 0.0002772 -7.71e-05 0 -7.71e-05
1 310 2042 1059 983 1.021 0 1.077 1100 543 557 0.55 0 0.9749 0 0.7131 0.743 0.6809 0.7111 0.7426 0.6805 1.35 1.35 14 14 0.0002449 0.0002448 0.0002448 -0.000245 2.22e-16 -0.000245 1.15 1.15 17 17 0.0001818 0.0001818 0.0001818 -0.0002275 -2.22e-16 -0.0002275
1 315 1959 968 991 0.9795 0 0.9768 1013 524 489 0.5065 0 1.072 0 0.7114 0.7436 0.6799 0.7133 0.7436 0.6807 1.55 1.55 10 10 0.0005105 0.0005103 0.0005103 -0.0004087 -2.22e-16 -0.0004087 1.45 1.45 12 12 0.0005429 0.0005428 0.0005428 -0.0002246 0 -0.0002246
2 1 7000 3527 3473 3.5 0 1.016 2000 1000 1000 1 0 1 0 0.5676 0.5055 0.6308 0.4984 0.4947 0.502 12 12 0 0 0.9162 0.7997 0.7997 -0.1456 0 -0.1456 12 12 0 0 0.9161 0.9167 0.9167 0.0006034 -2.22e-16 0.0006034
2 5 6999 3514 3485 3.499 0 1.008 2000 1000 1000 1 0 1 0 0.5338 0.2919 0.7778 0.5863 0.372 0.8006 12 12 0 0 0.6415 0.5642 0.5642 -0.137 -2.22e-16 -0.137 12 12 0 0 0.6308 0.5766 0.5766 -0.09393 0 -0.09393
2 10 7000 3482 3518 3.5 0 0.9898 2000 1000 1000 1 0 1 0 0.5977 0.3628 0.8302 0.5596 0.36 0.7592 6.1 6.1 0 0 0.3558 0.3232 0.3232 -0.101 0 -0.101 6 6 0 0 0.3478 0.3055 0.3055 -0.1384 -2.22e-16 -0.1384
2 15 7000 3514 3486 3.5 0 1.008 2000 1000 1000 1 0 1 0 0.5441 0.3642 0.7255 0.5287 0.3639 0.6935 3.6 3.6 0 0 0.2053 0.1751 0.1751 -0.1722 0 -0.1722 3.2 3.2 1 1 0.2076 0.1923 0.1923 -0.0796 0 -0.0796
2 20 6998 3543 3455 3.499 0 1.025 2000 1000 1000 1 0 1 0 0.5182 0.3642 0.6761 0.554 0.3642 0.7439 2.8 2.8 0 0 0.1377 0.1252 0.1252 -0.09988 0 -0.09988 2.3 2.3 2 2 0.1396 0.1285 0.1285 -0.08637 -2.22e-16 -0.08637
2 25 7000 3524 3476 3.5 0 1.014 2000 1000 1000 1 0 1 0 0.4882 0.3643 0.6138 0.4898 0.3643 0.6153 2.5 2.5 3 3 0.07303 0.06395 0.06395 -0.142 0 -0.142 2 2 6 6 0.0706 0.05963 0.05963 -0.184 -2.22e-16 -0.184
2 30 6997 3541 3456 3.498 0 1.025 2000 1000 1000 1 0 1 0 0.4862 0.3642 0.6111 0.488 0.3644 0.6116 2.05 2.05 3 3 0.02218 0.0182 0.0182 -0.2186 0 -0.2186 1.7 1.7 7 7 0.03002 0.02828 0.02828 -0.0616 0 -0.0616
2 35 6997 3452 3545 3.498 0 0.9738 2000 1000 1000 1 0 1 0 0.4896 0.364 0.612 0.488 0.3642 0.6117 2.15 2.15 4 4 0.005953 0.005646 0.005646 -0.05421 0 -0.05421 1.75 1.75 8 8 0.01132 0.01017 0.01017 -0.1134 0 -0.1134
2 40 7000 3509 3491 3.5 0 1.005 2000 1000 1000 1 0 1 0 0.4876 0.3641 0.6118 0.4878 0.3639 0.6118 2.2 2.2 4 4 0.0007 0.0006996 0.0006996 -0.0006215 0 -0.0006215 1.8 1.8 7 7 0.00075 0.0007494 0.0007494 -0.0007593 -2.22e-16 -0.0007593
2 45 6998 3527 3471 3.499 0 1.016 2000 1000 1000 1 0 1 0 0.4869 0.3642 0.6115 0.4876 0.3643 0.611 2 2 6 6 0.0003715 0.0003714 0.0003714 -0.0002735 0 -0.0002735 1.65 1.65 10 10 0.0005 0.0004998 0.0004998 -0.0003878 0 -0.0003878
2 50 6996 3507 3489 3.498 0 1.005 2000 1000 1000 1 0 1 0 0.4875 0.364 0.6117 0.4876 0.364 0.6112 2.5 2.5 1 1 0.0005718 0.0005716 0.0005716 -0.0002717 0 -0.0002717 1.65 1.65 10 10 0.0004 0.0003999 0.0003999 -0.000172 -2.22e-16 -0.000172
2 55 6999 3475 3524 3.499 0 0.9861 2000 1000 1000 1 0 1 0 0.4888 0.3641 0.6117 0.4882 0.3643 0.6121 2.05 2.05 5 5 0.0004929 0.0004927 0.0004927 -0.0003988 0 -0.0003988 1.5 1.5 11 11 0.0004 0.0003999 0.0003999 -0.0002815 0 -0.0002815
2 60 6997 3491 3506 3.498 0 0.9957 2000 1000 1000 1 0 1 0 0.4883 0.3642 0.612 0.4878 0.3641 0.6116 2.15 2.15 4 4 0.0004073 0.0004072 0.0004072 -0.0002094 1.11e-16 -0.0002094 1.5 1.5 10 10 0.000475 0.0004748 0.0004748 -0.0003687 0 -0.0003687
2 65 6999 3481 3518 3.499 0 0.9895 2000 1000 1000 1 0 1 0 0.4885 0.3641 0.6117 0.4881 0.3641 0.6121 2.05 2.05 6 6 0.0004286 0.0004285 0.0004285 -0.0003609 0 -0.0003609 1.45 1.45 11 11 0.00045 0.0004498 0.0004498 -0.0003892 -2.22e-16 -0.0003892
2 70 6996 3503 3493 3.498 0 1.003 2000 1000 1000 1 0 1 0 0.4878 0.3642 0.6117 0.4878 0.364 0.6117 2.3 2.3 1 1 0.0004288 0.0004287 0.0004287 -0.0002443 1.11e-16 -0.0002443 1.5 1.5 10 10 0.000375 0.0003749 0.0003749 -0.000367 -2.22e-16 -0.000367
2 75 6998 3539 3459 3.499 0 1.023 2000 1000 1000 1 0 1 0 0.4865 0.364 0.6118 0.4878 0.364 0.6116 2.4 2.4 1 1 0.0005073 0.0005071 0.0005071 -0.0003383 0 -0.0003383 1.6 1.6 9 9 0.0004 0.0003999 0.0003999 -0.000172 -2.22e-16 -0.000172
2 80 7000 3488 3512 3.5 0 0.9932 2000 1000 1000 1 0 1 0 0.4883 0.364 0.6117 0.4881 0.3639 0.6122 2.1 2.1 3 3 0.0003786 0.0003785 0.0003785 -0.0002427 0 -0.0002427 1.85 1.85 8 8 0.000625 0.0006248 0.0006248 -0.0002902 0 -0.0002902
2 85 6998 3552 3446 3.499 0 1.031 2000 1000 1000 1 0 1 0 0.4669 0.3261 0.612 0.4802 0.3486 0.6117 2.05 2.05 5 5 0.0003787 0.0003786 0.0003786 -0.0003223 0 -0.0003223 1.6 1.6 8 8 0.0004 0.0003999 0.0003999 -0.0001564 -2.22e-16 -0.0001564
2 90 7000 3495 3505 3.5 0 0.9971 2000 1000 1000 1 0 1 0 0.4552 0.2985 0.6115 0.4545 0.2982 0.6108 2 2 3 3 0.0004071 0.000407 0.000407 -0.0002833 0 -0.0002833 1.55 1.55 9 9 0.00045 0.0004498 0.0004498 -0.0003892 -2.22e-16 -0.0003892
2 95 7000 3448 3552 3.5 0 0.9707 2000 1000 1000 1 0 1 0 0.4753 0.3348 0.6117 0.4578 0.3042 0.6113 2.05 2.05 4 4 0.0004357 0.0004356 0.0004356 -0.0003632 0 -0.0003632 1.55 1.55 10 10 0.0004 0.0003999 0.0003999 -0.0002033 0 -0.0002033
